청구일,종목명,상태,자본금(백만),매출액(백만),당기순이익(백만),주간사,주업종,수요예측일,희망공모가(원),확정공모가,공모금액(백만),예측일,공모희망가(원),공모가(원),공모금액(백만원),기관경쟁률,의무보유확약,공모주일정,희망공모가,청약경쟁률,분석,신규상장일,현재가(원),전일비(%),공모가대비등락률(%),시초가(원),시초/공모(%),첫날종가(원),
2010/04/29,하나그린스팩1호,상장,0,0,0,하나대투,금융지원 서비스업,2010.10.25~10.26,"4,000~4,000","4,000","20,000",2010.10.25,"4,000~4,000","4,000","20,000",,-,2010.11.01~11.02,"4,000~4,000",535.36:1,,2010/11/10,-,%,%,"4,210",5.25%,"4,220",
2010/04/29,휠라코리아(유가),상장,"143,315","357,373","17,214",삼성증권,셔츠 및 외의 도매업,2010.09.06~09.07,"30,000~35,000","35,000","97,500",2010.09.06,"30,000~35,000","35,000","97,500",,-,2010.09.14~09.15,"30,000~35,000",330:1,,2010/09/28,-,%,%,"70,000",100%,"68,700",
2010/04/29,씨그널정보통신,상장,"1,254","40,966","2,618",신영증권,무선통신업,2011.01.07~01.10,"7,500~8,500","8,500","7,582",2011.01.07,"7,500~8,500","8,500","7,582",,-,2011.01.13~01.14,"7,500~8,500",1118.70:1,,2011/01/24,-,%,%,"17,000",100%,"14,450",
2010/04/23,다원시스,상장,"2,524","28,425","3,319",하이투자증권,기타 발전기 및 전기변환장치 제조,2010.08.30~08.31,"9,000~12,000","11,000","14,868",2010.08.30,"9,000~12,000","11,000","14,868",,-,2010.09.06~09.07,"9,000~12,000",3.21:1,,2010/09/14,-,%,%,"11,300",2.73%,"12,950",
2010/04/22,한화스팩1호,상장,0,0,0,한화증권,금융지원 서비스업,2010.06.24~06.25,"5,000~-","5,000","20,000",2010.06.24,"5,000~-","5,000","20,000",,-,2010.06.29~06.30,"5,000",40.63:1,,2010/07/09,-,%,%,"4,960",-0.8%,"4,985",
2010/04/16,아이마켓코리아(유가),상장,"13,666","1,182,115","21,104",미래에셋증권,상품 종합 도매업,2010.07.13~07.14,"12,300~15,300","15,300",-,2010.07.13,"12,300~15,300","15,300",-,,-,2010.07.22~07.23,"12,300~15,300",245.4:1,,2010/07/30,-,%,%,"22,100",44.44%,"25,400",
2010/04/09,포메탈,상장,"2,093","41,155","2,469",IBK투자증권㈜,"구조용 금속제품, 탱크 및 증기발",,,,,,,,,,,,,,,,,,,,,,
2010/04/09,아이텍반도체,상장,"1,586","14,843","3,405",대우증권,반도체 및 기타 전자부품 제조업,2010.10.06~10.07,"8,700~9,100","9,100","8,190",2010.10.06,"8,700~9,100","9,100","8,190",,-,2010.10.14~10.15,"8,700~9,100",548.21:1,,2010/10/26,-,%,%,"9,150",0.55%,"8,000",
2010/04/08,대신증권그로쓰알파,상장,0,0,0,대신증권,기타금융업,2010.08.09~08.10,"2,000~-","2,000",-,2010.08.09,"2,000~-","2,000",-,,-,2010.08.12~08.13,"2,000",0.77:1,,2010/08/24,-,%,%,"1,990",-0.5%,"1,975",
2010/04/07,인터로조,상장,"2,169","14,092","5,276",한화증권,"안경, 사진장비 및 기타 광학기기",2010.07.14~07.15,"9,000~12,000","12,000","12,134",2010.07.14,"9,000~12,000","12,000","12,134",,-,2010.07.19~07.20,"9,000~12,000",107.02:1,,2010/07/28,-,%,%,"10,800",-10%,"9,200",
2010/04/07,씨젠,상장,"2,789","13,142","4,698",대우증권,의료용품 및 기타 의약관련제품 제,2010.08.24~08.25,"28,000~35,000","30,500","19,413",2010.08.24,"28,000~35,000","30,500","19,413",,-,2010.09.01~09.02,"28,000~35,000",3.42:1,,2010/09/10,-,%,%,"27,450",-10%,"31,550",
2010/04/06,우진(유가),상장,"3,255","50,260","10,618",한국투자증권,가공공작기계 제조업,2010.07.06~07.07,"13,600~15,200","15,000","29,512",2010.07.06,"13,600~15,200","15,000","29,512",,-,2010.07.15~07.16,"13,600~15,200",723.42:1,,2010/07/26,-,%,%,"30,000",100%,"34,500",
2010/04/06,엠에스오토텍,상장,"2,570","70,302","6,589",HMC투자증권,자동차부품 제조업,2010.07.19~07.20,"4,500~5,500","5,500","15,840",2010.07.19,"4,500~5,500","5,500","15,840",,-,2010.07.27~07.28,"4,500~5,500",1257.45:1,,2010/08/06,-,%,%,"11,000",100%,"9,350",
2010/04/05,시그네틱스,상장,"38,999","199,552","11,251",미래에셋증권,전자집적회로 제조업,2010.11.09~11.10,"2,300~2,600","2,600","32,312",2010.11.09,"2,300~2,600","2,600","32,312",,-,2010.11.16~11.17,"2,300~2,600",23.9:1,,2010/11/26,-,%,%,"2,700",3.85%,"2,460",
2010/03/31,이글루시큐리티,상장,"3,000","22,894","3,880",미래에셋증권,"기타 소프트웨어 자문, 개발 및 공",2010.07.15~07.16,"11,000~14,000","14,000","21,000",2010.07.15,"11,000~14,000","14,000","21,000",,-,2010.07.26~07.27,"11,000~14,000",59.2:1,,2010/08/04,-,%,%,"12,600",-10%,"10,750",
2010/03/31,한국투자신성장1호스팩,상장,0,0,-12,한국투자증권,기타금융업,2010.08.09~08.10,"2,200~-","2,200","23,100",2010.08.09,"2,200~-","2,200","23,100",,-,2010.08.16~08.17,"2,200",5.18:1,,2010/08/24,-,%,%,"2,210",0.45%,"2,200",
2010/03/30,우리스팩1호(유가),상장,0,0,-34,우리투자증권,금융지원 서비스업,2010.04.26~04.27,"10,000~-","10,000","35,000",2010.04.26,"10,000~-","10,000","35,000",,-,2010.04.29~04.30,"10,000",193.4:1,,2010/05/11,-,%,%,"10,500",5%,"10,050",
2010/03/29,코렌,상장,"2,242","65,341","4,712",대우증권,"안경, 사진기 및 기타 광학기기 제",2010.10.04~10.05,"5,800~6,600","5,800",-,2010.10.04,"5,800~6,600","5,800",-,,-,2010.10.11~10.12,"5,800~6,600",191.28:1,,2010/10/22,-,%,%,"6,300",8.62%,"5,860",
2010/03/26,교보케이티비스팩,상장,0,0,0,"교보증권,케이티비투자증권",기타금융업,,,,,,,,,,,,,,,,,,,,,,
2010/03/26,알파칩스,상장,"1,016","33,435","3,772",현대증권,반도체 및 기타 전자부품 제조업,2010.08.30~08.31,"10,500~12,000","12,000","7,200",2010.08.30,"10,500~12,000","12,000","7,200",,-,2010.09.07~09.08,"10,500~12,000",941.45:1,,2010/09/17,-,%,%,"15,500",29.17%,"16,550",
2010/03/25,하이텍팜,상장,"2,450","51,162","9,310",HMC투자,의약품 제조업,,,,,,,,,,,,,,,,,,,,,,
2010/03/25,크루셜텍,상장,"3,656","62,168","7,681",미래에셋증권,무선 통신장비 제조업,2010.07.05~07.06,"20,000~23,500","23,500","24,107",2010.07.05,"20,000~23,500","23,500","24,107",,-,2010.07.12~07.13,"20,000~23,500",554.7:1,,2010/07/21,-,%,%,"31,900",35.74%,"27,150",
2010/03/25,삼본정밀전자,상장,"3,750","83,090","12,044",현대증권,음향기기 제조업,2010.10.18~10.19,"7,800~8,800","8,800","15,600",2010.10.18,"7,800~8,800","8,800","15,600",,-,2010.10.27~10.28,"7,800~8,800",452:1,,2010/11/05,-,%,%,"9,300",5.68%,"8,600",
2010/03/24,성융광전투자,상장,0,"91,579","14,239",대우증권㈜,"전동기, 발전기 및 전기 변환 ·",,,,,,,,,,,,,,,,,,,,,,
2010/03/24,웨이포트(홍콩),상장,0,"107,925","7,915",메리츠증권㈜,"회사본부, 지주회사 및 경영컨설팅",,,,,,,,,,,,,,,,,,,,,,
2010/03/22,히든챔피언제1호스팩,상장,0,0,0,삼성증권㈜,기타금융업,,,,,,,,,,,,,,,,,,,,,,
2010/03/19,인화정공,상장,"1,822","60,629","10,411",굿모닝신한증권,선박엔진부품업,,,,,,,,,,,,,,,,,,,,,,
2010/03/19,처음앤씨,상장,756,"7,118","3,220",우리투자증권,기타 정보 서비스업,2010.06.07~06.08,"10,500~13,000","13,000","9,260",2010.06.07,"10,500~13,000","13,000","9,260",,-,2010.06.10~06.11,"10,500~13,000",497.28:1,,2010/06/18,-,%,%,"12,100",-6.92%,"13,900",
2010/03/19,에스디시스템,상장,"1,500","49,656","5,070",대우증권,교통 신호장치 제조업,2010.06.30~07.01,"13,000~14,800","14,800","12,350",2010.06.30,"13,000~14,800","14,800","12,350",,-,2010.07.07~07.08,"13,000~14,800",491.68:1,,2010/07/16,-,%,%,"17,500",18.24%,"20,100",
2010/03/12,유비벨록스,상장,0,"44,966","4,511",한국투자증권,"소프트웨어 자문, 개발 및 공급업",2010.06.03~06.04,"9,500~10,500","11,000","9,500",2010.06.03,"9,500~10,500","11,000","9,500",,-,2010.06.09~06.10,"9,500~10,500",1198.94:1,,2010/06/18,-,%,%,"12,250",11.36%,"12,800",
2010/03/12,신한제1호스팩,상장,0,0,0,신한금융투자,기타금융업,2010.04.28~04.29,"4,000~5,000","5,000","37,500",2010.04.28,"4,000~5,000","5,000","37,500",,-,2010.05.10~05.11,"4,000~5,000",8.48:1,,2010/05/25,-,%,%,"4,500",-10%,"4,450",
2010/03/05,웅진에너지(유가),상장,0,"118,893","41,033",대신증권,기타 발전기 및 전기변환장치 제조,2010.06.15~06.16,"7,500~8,500","9,500","119,100",2010.06.15,"7,500~8,500","9,500","119,100",,-,2010.06.21~06.22,"7,500~8,500",162.69:1,,2010/06/30,-,%,%,"12,000",26.32%,"13,800",
2010/02/26,솔라시아,상장,0,"26,031","2,386",한국투자증권,시스템 소프트웨어 개발 및 공급업,2010.05.25~05.26,"4,600~5,100","5,000","4,375",2010.05.25,"4,600~5,100","5,000","4,375",,-,2010.05.28~05.31,"4,600~5,100",976.35:1,,2010/06/09,-,%,%,"9,500",90%,"8,080",
2010/02/25,케이엔디티앤아이,상장,0,"37,568","3,769",교보증권,기타 과학 및 기술서비스업,2010.05.26~05.27,"7,000~8,500","8,500","15,300",2010.05.26,"7,000~8,500","8,500","15,300",,-,2010.06.03~06.04,"7,000~8,500",1059.2:1,,2010/06/15,-,%,%,"11,000",29.41%,"9,350",
2010/02/22,실리콘웍스,상장,"2,553","189,205","38,500",한국투자증권,전자집적회로 제조업,2010.05.19~05.20,"61,000~67,000","67,000","67,000",2010.05.19,"61,000~67,000","67,000","67,000",,-,2010.05.26~05.27,"61,000~67,000",113.89:1,,2010/06/08,-,%,%,"66,900",-0.15%,"70,900",
2010/02/19,투비소프트,상장,0,"15,183","2,143",한국투자증권,"기타 소프트웨어 자문, 개발 및 공",2010.05.17~05.18,"6,500~7,500","8,000","2,567",2010.05.17,"6,500~7,500","8,000","2,567",,-,2010.05.24~05.25,"6,500~7,500",1259.04:1,,2010/06/01,-,%,%,"16,000",100%,"18,400",
2010/02/19,모바일리더,상장,"1,300","9,900","3,400",한화증권,"소프트웨어 자문, 개발 및 공급업",2010.05.06~05.07,"13,000~15,000","15,000","7,800",2010.05.06,"13,000~15,000","15,000","7,800",,-,2010.05.13~05.14,"13,000~15,000",746.94:1,,2010/05/25,-,%,%,"21,000",40%,"18,900",
2010/02/05,동양밸류오션SPAC(유가),상장,0,0,405,동양증권,금융지원 서비스업,2010.03.11~03.12,"10,000~-","10,000","45,000",2010.03.11,"10,000~-","10,000","45,000",,-,2010.03.16~03.17,"10,000",101.94:1,,2010/03/25,-,%,%,"15,000",50%,"12,750",
2010/02/03,만도(유가),상장,"80,725","1,574,800","41,272",우리투자증권,기타 자동차부품 제조업,2010.05.04~05.06,"75,000~90,000","83,000","450,000",2010.05.04,"75,000~90,000","83,000","450,000",,-,2010.05.11~05.12,"75,000~90,000",124.63:1,,2010/05/19,-,%,%,"97,000",16.87%,"111,500",
2010/01/27,현대PwC드림투게더기업인수목적,상장,0,0,0,현대증권,기타 금융업,,,,,,,,,,,,,,,,,,,,,,
2010/01/25,미래에셋스팩1호,상장,0,0,0,미래에셋증권,금융지원서비스,2010.02.25~02.26,"1,500~-","1,500","20,000",2010.02.25,"1,500~-","1,500","20,000",,-,2010.03.03~03.04,"1,500",163.68:1,,2010/03/12,-,%,%,"1,540",2.67%,"1,770",
2010/01/22,대우증권그린코리아SPAC(유가),상장,0,0,-53,대우증권,서비스,2010.02.17~02.18,"2,500~3,500","3,500","62,500",2010.02.17,"2,500~3,500","3,500","62,500",,-,2010.02.22~02.23,"2,500~3,500",86.9:1,,2010/03/03,-,%,%,"3,705",5.86%,"3,550",
2010/01/21,삼성생명(유가),상장,"100,000","25,294,898","113,027","한국투자,골드만삭스",생명 보험업,,,,,,,,,,,,,,,,,,,,,,
2009/12/16,대한생명보험(유가),상장,"3,550,000","12,080,182","83,015",대우증권,생명보험업,2010.03.03~03.03,"9,000~11,000","8,200","2,100,000",2010.03.03,"9,000~11,000","8,200","2,100,000",,-,2010.03.09~03.10,"9,000~11,000",23.7:1,,2010/03/17,-,%,%,"8,700",6.1%,"8,850",
2009/11/13,지역난방공사(유가),상장,"43,419","1,189,916","9,095",삼성증권,"증기, 냉온수 및 공기조절 공급업",2010.01.13~01.14,"33,400~40,800","45,000","130,275",2010.01.13,"33,400~40,800","45,000","130,275",,-,2010.01.21~01.22,"33,400~40,800",127.3:1,,2010/01/29,-,%,%,"90,000",100%,"76,500",
2009/11/10,차이나킹하이웨이,상장,55,"95,445","33,803",우리투자증권,"회사본부, 지주회사 및 경영컨설팅",2010.03.16~03.17,"3,000~3,500","3,700","72,000",2010.03.16,"3,000~3,500","3,700","72,000",,-,2010.03.22~03.23,"3,000~3,500",301.75:1,,2010/03/31,-,%,%,"4,100",10.81%,"3,485",
2009/11/06,뉴프라이드코퍼레이션,상장,0,"56,643","1,872",브릿지증권,기타 운송관련 서비스업,,,,,,,,,,,,,,,,,,,,,,
2009/11/04,인포바인,상장,"1,260","8,251","3,512",한국투자증권,전기통신업,2010.01.20~01.21,"26,000~31,000","33,000","14,850",2010.01.20,"26,000~31,000","33,000","14,850",,-,2010.01.28~01.29,"26,000~31,000",791.12:1,,2010/02/09,-,%,%,"36,000",9.09%,"30,600",
2009/11/04,동아체육용품유한공사,상장,0,"101,123","16,153",교보증권,"회사본부, 지주회사 및 경영컨설팅",2010.04.06~04.07,"4,600~5,200","5,000","27,595",2010.04.06,"4,600~5,200","5,000","27,595",,-,2010.04.14~04.15,"4,600~5,200",25.4:1,,2010/04/23,-,%,%,"4,500",-10%,"3,825",
2009/11/02,하이소닉,상장,"2,026","36,070","4,002",한화증권,전자부품 제조업,2010.01.19~01.20,"11,000~13,000","13,000","8,800",2010.01.19,"11,000~13,000","13,000","8,800",,-,2010.01.28~01.29,"11,000~13,000",525.81:1,,2010/02/09,-,%,%,"14,200",9.23%,"12,500",
2009/10/30,이연제약(유가),상장,"6,120","72,932","8,065",현대증권,의약품 제조업,2010.05.24~05.25,"16,500~18,000","16,500","21,450",2010.05.24,"16,500~18,000","16,500","21,450",,-,2010.05.31~06.01,"16,500~18,000",64.47:1,,2010/06/10,-,%,%,"16,500",0%,"14,050",
2009/10/30,우리넷,상장,0,"38,428","6,449",한국투자증권,통신 및 방송 장비 제조업,2010.01.12~01.13,"6,000~7,000","6,700","6,412",2010.01.12,"6,000~7,000","6,700","6,412",,-,2010.01.18~01.19,"6,000~7,000",725.91:1,,2010/01/27,-,%,%,"9,900",47.76%,"9,300",
2009/10/16,디지탈아리아,상장,"1,149","9,068","1,938",교보증권,소프트웨어 개발 및 공급업,2010.03.11~03.12,"8,000~10,000","11,000","8,371",2010.03.11,"8,000~10,000","11,000","8,371",,-,2010.03.17~03.18,"8,000~10,000",897.4:1,,2010/03/26,-,%,%,"22,000",100%,"25,300",
2009/10/14,이미지스테크놀로지,상장,"2,664","13,764","3,001",교보증권,전자부품 제조업,2010.02.04~02.05,"6,000~7,500","6,000","9,960",2010.02.04,"6,000~7,500","6,000","9,960",,-,2010.02.17~02.18,"6,000~7,500",195.36:1,,2010/02/26,-,%,%,"6,000",0%,"6,900",
2009/10/13,차이나하오란리사이클링,상장,0,"132,160","10,840",굿모닝신한증권㈜,"회사본부, 지주회사 및 경영컨설팅",,,,,,,,,,,,,,,,,,,,,,
2009/10/09,승화엘엠씨,상장,"2,000","29,006","1,818",한화증권,토목 건설업,2009.12.17~12.18,"6,000~7,000","6,700","8,004",2009.12.17,"6,000~7,000","6,700","8,004",,-,2009.12.23~12.24,"6,000~7,000",611.88:1,,2010/01/06,-,%,%,"8,800",31.34%,"7,480",
2009/10/08,케이씨에스,상장,0,"38,233","2,596",삼성증권,"컴퓨터 프로그래밍, 시스템 통합",2010.03.26~03.27,"1,200~1,600","1,600","4,320",2010.03.26,"1,200~1,600","1,600","4,320",,-,2010.04.05~04.06,"1,200~1,600",781.6:1,,2010/04/14,-,%,%,"3,200",100%,"3,680",
2009/10/01,위메이드엔터테인먼트,상장,805,"73,850","24,600",우리투자증권㈜,인터넷 정보매개서비스업,,,,,,,,,,,,,,,,,,,,,,
2009/09/30,인피니트헬스케어(구.인피니트테크놀로지),상장,"9,988","40,344","1,856",삼성증권,소프트웨어 개발 및 공급업,,,,,,,,,,,,,,,,,,,,,,
2009/09/30,스타플렉스,상장,"2,000","69,618","4,203",대신증권,플라스틱제품 제조업,2010.01.07~01.08,"13,100~15,600","15,000","18,340",2010.01.07,"13,100~15,600","15,000","18,340",,-,2010.01.18~01.19,"13,100~15,600",216:1,,2010/01/27,-,%,%,"15,700",4.67%,"13,350",
2009/09/29,아세아텍,상장,"6,550","98,114","6,808",IBK투자증권㈜,농업용 기계 제조업,,,,,,,,,,,,,,,,,,,,,,
2009/09/25,에스이티아이,상장,"2,114","70,311","10,657",삼성증권,전자부품 제조업,2010.01.18~01.19,"16,500~18,000","17,500","31,020",2010.01.18,"16,500~18,000","17,500","31,020",,-,2010.01.26~01.27,"16,500~18,000",52.2:1,,2010/02/04,-,%,%,"15,750",-10%,"15,450",
2009/09/24,코디에스,상장,"2,339","18,010","1,493",동부증권,반도체 제조업,2009.12.16~12.17,"5,000~6,000","6,000","6,049",2009.12.16,"5,000~6,000","6,000","6,049",,-,2009.12.22~12.23,"5,000~6,000",953:1,,2010/01/05,-,%,%,"9,300",55%,"7,910",
2009/09/18,락앤락(유가),상장,"15,609","158,681","19,862",한국투자증권,플라스틱제품 제조업,2010.01.14~01.15,"14,000~15,700","15,700","157,000",2010.01.14,"14,000~15,700","15,700","157,000",,-,2010.01.20~01.21,"14,000~15,700",24.85:1,,2010/01/28,-,%,%,"20,000",27.39%,"23,000",
2009/09/18,영흥철강(유가),상장,0,"136,316","12,778",대우증권,1차 철강 제조업,2010.01.08~01.11,"12,000~16,000","12,000","26,984",2010.01.08,"12,000~16,000","12,000","26,984",,-,2010.01.15~01.18,"12,000~16,000",491.86:1,,2010/01/25,-,%,%,"12,400",3.33%,"13,700",
2009/09/10,우노앤컴퍼니,상장,955,"15,677","4,710",SK증권㈜,화학섬유 제조업,,,,,,,,,,,,,,,,,,,,,,
2009/09/09,디오텍,상장,"1,362","11,602","1,136",한화증권,소프트웨어 개발 및 공급업,2009.11.24~11.25,"10,000~12,000","9,000","7,160",2009.11.24,"10,000~12,000","9,000","7,160",,-,2009.12.02~12.03,"10,000~12,000",346.23:1,,2009/12/10,-,%,%,"11,000",22.22%,"12,650",
2009/09/09,동양피엔에프,상장,"1,000","36,691","4,334",HMC투자증권,일반 목적용 기계 제조업,2009.12.01~12.02,"10,000~12,000","12,000","17,000",2009.12.01,"10,000~12,000","12,000","17,000",,-,2009.12.10~12.11,"10,000~12,000",373.92:1,,2009/12/22,-,%,%,"17,000",41.67%,"14,450",
2009/09/08,중국엔진집단유한공사,상장,0,"121,296","24,004",신한금융투자,"회사본부, 지주회사 및 경영컨설팅",2009.11.16~11.17,"10,000~11,000","6,000","100,000",2009.11.16,"10,000~11,000","6,000","100,000",,-,2009.11.23~11.24,"10,000~11,000",272.57:1,,2009/12/04,-,%,%,"8,500",41.67%,"7,230",
2009/09/08,멜파스,상장,"2,000","34,925","2,855",한국투자증권,전자부품 제조업,2009.12.01~12.02,"43,200~48,800","43,200","53,752",2009.12.01,"43,200~48,800","43,200","53,752",,-,2009.12.09~12.10,"43,200~48,800",2.47:1,,2009/12/18,-,%,%,"45,000",4.17%,"51,700",
2009/09/03,모베이스,상장,"2,200","103,341","7,703",미래에셋증권,통신 및 방송 장비 제조업,2010.01.18~01.19,"9,000~12,000","13,200",-,2010.01.18,"9,000~12,000","13,200",-,,-,2010.01.26~01.27,"9,000~12,000",704:1,,2010/02/04,-,%,%,"17,000",28.79%,"14,900",
2009/09/02,현대푸드시스템(유가),상장,"4,000","331,400","15,700",현대증권,기타 식품 제조업,2009.11.30~12.01,"10,000~11,600","11,600","59,670",2009.11.30,"10,000~11,600","11,600","59,670",,-,2009.12.07~12.08,"10,000~11,600",337.83:1,,2009/12/17,-,%,%,"18,000",55.17%,"16,800",
2009/09/01,KPX라이프사이언스,상장,"2,500","46,493","6,609",미래에셋증권㈜,기초 의약물질 및 생물학적 제제,,,,,,,,,,,,,,,,,,,,,,
2009/08/28,이원컴포텍,상장,"1,774","20,911","1,139",신영증권,자동차부품제조업,2009.11.12~11.13,"2,000~2,200","2,000","2,903",2009.11.12,"2,000~2,200","2,000","2,903",,-,2009.11.19~11.20,"2,000~2,200",1035:1,,2009/12/01,-,%,%,"4,000",100%,"4,600",
2009/08/14,한전기술(유가),상장,"7,644","347,292","27,462",동양증권,"건축기술, 엔지니어링 및 관련기술",2009.11.25~11.26,"21,600~24,400","21,600","165,110",2009.11.25,"21,600~24,400","21,600","165,110",,-,2009.12.03~12.04,"21,600~24,400",124:1,,2009/12/14,-,%,%,"27,000",25%,"31,050",
2009/07/29,강원비앤이,상장,"8,751","49,500","2,334",현대증권,플랜트설비제조,2009.11.02~11.03,"4,800~6,000","4,700","6,720",2009.11.02,"4,800~6,000","4,700","6,720",,-,2009.11.10~11.11,"4,800~6,000",14.26:1,,2009/11/20,-,%,%,"5,000",6.38%,"5,750",
2009/07/24,그랜드코리아레저(유가),상장,"98,879","391,397","60,206",미래에셋증권㈜,유원지 및 기타 오락관련 서비스업,,,,,,,,,,,,,,,,,,,,,,
2009/07/07,디엠씨,상장,"2,731","42,660","2,501",미래에셋증권,선박 및 보트 건조업,2009.10.20~10.21,"7,500~8,600","6,300","5,625",2009.10.20,"7,500~8,600","6,300","5,625",,-,2009.10.28~10.29,"7,500~8,600",22.3:1,,2009/11/06,-,%,%,"5,670",-10%,"4,855",
2009/07/06,이너스텍,상장,750,"24,550","4,136",대우증권,통신 및 방송 장비 제조업,2009.10.27~10.28,"10,000~13,000","10,000","3,750",2009.10.27,"10,000~13,000","10,000","3,750",,-,2009.11.02~11.03,"10,000~13,000",369.6:1,,2009/11/13,-,%,%,"11,500",15%,"13,200",
2009/06/30,진로(유가),상장,"215,000","735,259","154,803","우리투자증권, 삼성증",알콜음료 제조업,,,,,,,,,,,,,,,,,,,,,,
2009/06/29,글로벌에스엠테크리미티드,상장,0,550,63,미래에셋증권,"회사본부, 지주회사 및 경영컨설팅",-~-,"2,800~3,200","3,200",-,-,"2,800~3,200","3,200",-,,-,2009.12.14~12.15,"2,800~3,200",522:1,,2009/12/23,-,%,%,"3,710",15.94%,"3,650",
2009/06/26,비츠로셀,상장,"4,520","37,163","6,044",현대증권,일차전지 및 축전지 제조업,2009.10.09~10.12,"6,700~8,000","5,500","21,440",2009.10.09,"6,700~8,000","5,500","21,440",,-,2009.10.19~10.20,"6,700~8,000",20.36:1,,2009/10/28,-,%,%,"5,870",6.73%,"5,040",
